자매집,38267052,"찐두루치기, 꾸덕 쫀쫀, 푸짐.너무 그리웠던 두루치기 맛♡",6.6.금
자매집,38267052,봄비가 추적추적 내리는 날~ 돛나물에 건강한 밑반찬 김치찌개 잘 먹었습니다..^^ 외국인도 가성비 좋은 한식에 흰밥도 찰지고 맛있답니다..!!,4.22.화
자매집,38267052,"화요일마다 먹는 점심~ 자매집 명품 김치찌개 완전 맛있죠.. 밑반찬도 그날 그날 만들어서 나오니까 선선하고 파김치 봄동김치도 완전 맛있어요..!! 백반 1인분 7천원 가격도 너무 착하답니다~~^^ 전주명가 막걸리도 한잔 곁드리면 속도 시원하고, 점심식사하면서 담소도 나누며 화기애애한 분위기가 된답니다...ㅎㅎ",3.18.화
자매집,38267052,매주 먹어도 안질리는 김찌찌개 잘 먹었습니다~^^ 외국인도 찾는 백반맛집..!!,5.13.화
자매집,38267052,"매주 먹어도 안질리고 맛있는 김찌찌개, 가성비도 좋고 와인보다 좋다는 막걸리 한사발하면 완전 딱이죠~^^",4.29.화
자매집,38267052,목련꽃 필무렵~ 오늘도 김치찌개로 하루가 즐겁습니다~^^,4.8.화
자매집,38267052,이번주는 봄철보약 머위대무침에 도라지생채무침까지 몸이 좋아하는 음식 먹고 입이 즐겁습니다~!!,4.15.화
자매집,38267052,"봄봄봄~ 오늘도 자매집 김치찌개 백반, 밑반찬도 건강식~~ 잘 먹었습니다~!!",4.1.화
자매집,38267052,봄날~ 밑반찬도 맛있고 먹는 즐거움 굿입니다..^^,3.25.화
자매집,38267052,새콤하니 발효된 김치찌개 맛있어요~^^,24.7.16.화
박가네수산시장,19936204,랍스터 코스 아주 좋아요!!맛있쥬.,7.1.화
박가네수산시장,19936204,가족모임 ㅇㅖ약후 이용했는데 랍스터반마리코스 진짜 가짓수 많고 다맛있어서 가족모임 만족도 최상입니다! 다음에 또오고싶어요,5.6.화
박가네수산시장,19936204,친구들과 모임이 있어 예약 후 방문사장님 친절하신데음식들이 좀 차가워서 아쉬웠어요,6.14.토
박가네수산시장,19936204,맛있어요,3.28.금
박가네수산시장,19936204,코스는 그냥저냥 다 괜찮았는데 라면이 너무 한강 ... 이라 놀람,24.2.20.화
박가네수산시장,19936204,점심특선!!!사장님 친절하시고 왕 맛있음회정식의 근본,23.10.19.목
박가네수산시장,19936204,맛있어요,24.2.1.목
박가네수산시장,19936204,해신탕이 저렴하고 맛있어요,23.8.5.토
박가네수산시장,19936204,친절해요,23.12.16.토
박가네수산시장,19936204,제입맛엔 안맞아요,23.5.31.수
맛뜨랑분식,1364605738,좋아요,7.28.월
맛뜨랑분식,1364605738,전주에서 가본 분식집 중에 제일 맛있습니다!!!사장님도 정말 친절하시고음식 하나 하나 정성들여 해주셔요😄😄재료들도 디테일하고 신선하구요그냥 존맛탱입니다!!!!!!! 여기서 시키세요 무조건,24.2.28.수
맛뜨랑분식,1364605738,점심에 떡볶이랑 모듬튀김 너무 맛있길래 또 저녁에 가서 오징어덮밥이랑 수제돈가스오므라이스 먹었어요! 4가지 음식 전부 다 맛있었어요👍 또 어묵 하나씩 서비스로 주셔서 너무 좋았어요! 음식들이 다 맛있고 양도 푸짐해서 배부르게 잘 먹었습니다 😋 다음에 다른 메뉴들도 먹으러 갈거예요!,24.2.24.토
맛뜨랑분식,1364605738,수제 돈까스라고 하셨는데 그래서 그런지 일반적인 돈까스보다 감칠맛..? 같은 게 더 잘 느껴져서 꼬소하니 오므라이스랑 더 잘 어울렸어요 🤤 도서관 주변에 가까이 있어서 혼밥하기도 좋은데 사장님도 넘넘 친절하셔서 매번 갈 때마다 기분 좋게 먹고 나올 수 있는 곳이에용!! 심지어 가격도 저렴한데 (주변 분식집 등등이나 비교해도 제일 저렴하고 양도 많은 것 같아요 😽) 양은 푸짐해서 든든하게 한 끼 할 수 있는 아주… 쨩쨩인 곳입니다 😻,24.2.13.화
맛뜨랑분식,1364605738,사장님이 친절하시고 순대 맛있어요,23.11.18.토
맛뜨랑분식,1364605738,Og감성의 분식집입니다.라볶이와 모듬튀김 주문했는데 구성이 아주 알차서 만족했습니다. 아마 다른 메뉴들도 맛이 상당할것으로 예상합니다.한가지 아쉬운 점은 나중에 주신 오뎅국물 간이 조금 부족한 거 말고는 없었습니다.,23.5.19.금
맛뜨랑분식,1364605738,맛있어요,24.2.28.수
맛뜨랑분식,1364605738,굿,23.9.11.월
맛뜨랑분식,1364605738,굿,23.9.13.수
맛뜨랑분식,1364605738,굿,23.12.17.일
소풍가는날,37724410,저번에는 안그랬는데 오늘은 볶음밥이 너무 달아요ㅠ,10.26.일
소풍가는날,37724410,.,10.12.일
소풍가는날,37724410,치돈맛나용,10.5.일
소풍가는날,37724410,가성비최고최고✧ʕ̢̣̣̣̣̩̩̩̩·͡˔·ོɁ̡̣̣̣̣̩̩̩̩✧,6.24.화
소풍가는날,37724410,맛나용,9.21.일
소풍가는날,37724410,교대에서 아이 수업받고 점심 먹으러 방문~~^^매콤김밥 맛있어요,4.12.토
소풍가는날,37724410,김밥이맛있어요☺️,7.23.수
소풍가는날,37724410,먹어본 치즈돈가스중 치즈가 가장 많다고 하며먹는 아들이네요..친절하시고 맛있게 먹었습니다..집에 들어가는길에 자주 들릴것같습니다..,3.7.금
소풍가는날,37724410,이른 시간 식사때문에빨리 오픈해서 좋아요.아이가 치즈가 먹어본 돈까스중 가장많았다고 해요,3.1.토
소풍가는날,37724410,오모라이스 맛있어요,5.17.토
보나베띠,20691009,생일기념으로 처음 방문했습니다.와 정말 맛있게 먹고 왔습니다!매콤함이 있었지만 맛있게 매워서 너무 개운했어요.예약하고 가니 음료쿠폰도 있어서 더 만족했습니다!! 남편도 다음에 또 오자고 그러네요번창하세요!!,4.6.일
보나베띠,20691009,"아내 생일을 맞아서 장모님, 장인어른 모시고 식사 왔습니다.분위기가 좋아요, 적당히 식사에 집중하기도 좋고 대화에 집중할 땐 딱 방해되지 않는 정도로 분위기가 형성되어서 가족들끼리 오기에 정말 좋아요음식은 물론 맛있고 생각보다 포만감이 좋아요특히 전채로 나온 샐러드도 맛있었고 모든 음식들이 다 맛있는 선택이었습니다.식사하기 좋은 타이밍에 나와서 부담없이 먹기도 좋아요 맛있게 잘 먹었습니다.",3.29.토
보나베띠,20691009,"메뉴하나하나 특별했습니다.이벤트로 오늘의스프 받았는데, 참 맛있더라고요 !디져트 아이스크림까지 야무진 식사였습니다.재방문 하려고요~",5.11.일
보나베띠,20691009,양도 푸짐하고 샐러드 야채도 신선하고 치즈가너무 맛있어요~,6.22.일
보나베띠,20691009,"짝꿍이랑 함께 방문한 곳인데 분위기가 진짜 👍숲 속에 온 것 같은 느낌이 들어서특별한 날에 분위기 내러 방문해도 좋겠다 싶어요!그리고 스테이크피자 캬..피자 도우는 얇고 고기, 야채가 가득해서 좋았어요.소스는 불고기 버거 맛!!파스타는 매콤하니 느끼함이 쏘옥 사라져요.",2.22.토
보나베띠,20691009,지인추천으로맛점했어요~,6.5.목
보나베띠,20691009,두번째 방문이네요 .남자친구 추천으로 오게 됬어요! 재료가 신선해서 마음에 들어요! 퀄리티있는 식사 하시고 싶으시면 추천합니다! 부모님 모셔서 모임하기에 분위기 좋은 공간이라고 생각합니다 ㅎㅎ 스프도 정말 맛있어요!!잘먹었습니다,5.25.일
보나베띠,20691009,넘넘 친절하구 마싯엇어용!!!,5.20.화
보나베띠,20691009,"스데이크랑 오일파스타가 정말 맛있는 집입니다.스테이크는 정말 적극추천합니다.고기러버 아닌 저도 엄청 맛있게 먹었습니다.빠네랑 스프, 샐러드도 정말 맛있었습니다.",3.29.토
보나베띠,20691009,"가격대비 퀄리티가 떨어져요.해물 뚝배기 리조또에는 갑자기 콩나물,,?잡탕 느낌 나요 ㅠㅠ..빠네도 이정도면 라라코스트 퀄리티인데 가격은 비싸구요시설도 너무 노후됐고 음식점하시면 신경쓰셔야할 것 같아요",6.28.토
오동태마을,17064963,칼칼하니 동태매운탕 맛있네요친구가 수제비피를 얇게 잘 떠서남김없이 깔끔하게 먹었구요아쉬움이 있다면 밑반찬으로 나온미역무침을 물에 적당히 불려서조리를 해야 하는데 덜불려져미역 무침 맛이~,10.15.수
오동태마을,17064963,얼큰한 동태탕 좋네요. 수제비 무한리필로 맛있게 즐겨요^^,9.16.화
오동태마을,17064963,무조건 1인 1메뉴래요.3차로 소주마시러갔는데..고거이 아쉽더라고요,10.9.목
오동태마을,17064963,"울 동네 동태탕 맛집입니다. 자주 들러서 먹고 포장도 자주 해요. 요즘 동태도 콩나물도 양이 적어져서 아쉽지만 그래도 여전히 맛있고 가성비 좋은 밥집이에요. 브레이크 타임 없어 언제든 먹을 수 있고, 얼큰하고 진한 국물이 일품! 졸깃한 잘익은 수제비는 말해모해!! 추천합니다.",6.13.금
오동태마을,17064963,단체모임하기 좋아요,9.9.화
오동태마을,17064963,어머니댁 방문하며 전주 자주가는 동태마을에 갔어요~본점이라서 엄청 오래되었고 저 아가씨때부터 어머니와 자주 가던 당골가게에요오유민 동태마을은 수제비를 무한으로 먹을수있어서 좋아요 우리딸들도 어머니도 수제비를 좋아해서 늘 전주 올때면 오게되더라고요밑반찬도 맛있고 동태 사이즈도 커서 1인분에 1마리씩 나오면 푸짐하게 먹을수 있어요 1인에 1인분씩 주문해야해요~아깝지 않고 배불리먹으며수제비도 5명이서 15개정도 먹고나왔어요~전주오면 또 방문할께요~~,2.27.목
오동태마을,17064963,자주가는 집입니다. 항상 맛있어요. 반찬도 종류가 많지는 않지만 깔끔하고 맛있어요.특히 수제비는 무한리필로 먹을슈있어 좋아요.다만... 공기밥이 공기에 반도 안차서 ㅠㅠㅜ 너무행~~~밥 양이 너무 적어요,1.15.수
오동태마을,17064963,그냥그래요,9.13.토
동호곱창,17073300,주차하기 힘들고 웨이팅 했던 동호곱창이지만맛은 보장합니다!!!!!!곱창이 야들야들하고 잡내가 없어 진짜 맛있어요(msg맛 낭낭❤️)사장님 친절하세요~,9.25.목
동호곱창,17073300,맛있게 먹었어요,11.15.토
동호곱창,17073300,점심 곱창전골 2만7천 원. 강력추천드립니다 ^^,9.24.수
동호곱창,17073300,"전주역 근처 동호곱창 방문 후기비 오는 날, 전주역 근처 동호곱창 다녀왔습니다.주차는 조금 불편했지만, 그 맛 하나만큼은 확실히 보장됩니다.곱창전골이 특히 인상 깊었는데, 얼큰하고 깊은 국물 맛에 소주가 절로 들어가더라고요.비 오는 날이면 더 생각날 그런 맛. 곱창 좋아하시는 분이라면 한 번쯤 꼭 가볼 만한 곳입니다.",6.13.금
동호곱창,17073300,진짜 생곱창을 즐기고 싶다면여기가 맛집입니다,7.29.화
동호곱창,17073300,곱창이 야들야들하고 쫄깃쫄깃해서 맛있네요. 국물은 짜지도 맵지도 않아 좋네요.,8.16.토
동호곱창,17073300,전주역 부근 곱창으로 유명하다고 해서 방문해 봤습니다 사장님 친절하기 맞이해주셔서 좋았어요 메뉴는구이 전골 생삼겹살을 메인으로 파시더라고요 저희는 곱창구이 2인분 먹었는데 곱창에 곱도 많이 들어있고 잡내도 하나도 안나서 좋았어요 다음에는 전골도 먹으로 방문해봐야겠네요 다만 주문시 직원에게 주문할라고하면 사장님한테 말해라하고 계산시에도 직원분에게 결제할라고 하는데 사장님한테 해야된다고 하시네요 왜그런진 모르겠는데 그랬어요 그래도 맛있게 먹었어요,4.26.토
동호곱창,17073300,ㅎㅎ,9.11.목
동호곱창,17073300,국물도 시원하고 너무 맛있게 먹었습니다. 재방문의사 1000% 입니다,5.20.화
동호곱창,17073300,전골 소자 포장해다 먹었는데 국물도 시원하고 맛있어요! 소자인데도 양많네요 ㅎㅎ 매장가면 곱창구이 냄새가 미쳐요 담엔 매장에서 구이랑 전골 먹을거에오🤣,5.27.화
인생포차가맥,1021298385,음식 하나하나 너무 맛있었고 신경써서 요리하신다는게 느껴질정도로 깔끔했어요! 닭도리탕 적당히 매콤하고 양도 많아요! 다음에 또 갈께요🫶🏻,24.10.25.금
인생포차가맥,1021298385,"친구랑 우연히 발견한 곳인데 가성비 최고네요 ""지나친 음주와 안주는 감사합니다"" 문구가 딱 보이고 ㅋㅋ 안주가 말도 안되게 저렴하고 추억의 음식도 있어서 즐겁게 한잔 했어요 짱이네요",24.10.25.금
인생포차가맥,1021298385,포차 분위기와 저렴한 안주가 매력적인 인생역전포차! 오뎅탕 오돌뼈 파전 모두 맛있어 술 한잔하기 딱이에요.✨,24.11.9.토
인생포차가맥,1021298385,"안주가 맛있는 인생역전포차! 오뎅탕, 오돌뼈, 파전까지 여기 안주 가격대도 저렴하고 맛있어서 술한잔하기 좋아요 포차 분위기 취향저격👍🏻",24.9.30.월
인생포차가맥,1021298385,볼일이 있어서 근처에서 먹게 되었는데 이런 술집이 있는지 몰랐네요. 시키는 안주 마다 어쩜이리 맛있는지!! 2차로 왔는데 안주 먹으러 다음에 1차로 와야겠어요~^^,24.9.30.월
인생포차가맥,1021298385,노포느낌 낭낭~ 술이 솔솔 들어가요.분위기도 좋구 안주도 맛있구 ~~주문하면 금방나와서 더 좋아요!,24.9.30.월
인생포차가맥,1021298385,분위기도 재미있고 술안주 메뉴가 저렴해서 좋았어요,24.11.9.토
