상호명,지점명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번본번지,지번부번지,지번주소,건물본번지,건물부번지,건물명,도로명주소,신우편번호,경도,위도
인생역전포차,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천2동,송천동1가,823,1,전북특별자치도 전주시 덕진구 송천동1가 823-1,24,,,전북특별자치도 전주시 덕진구 두간로 24,54830,127.1170876,35.86513802
중산짱구수산,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,748,6,전북특별자치도 전주시 완산구 중화산동2가 748-6,4,,,전북특별자치도 전주시 완산구 화산천변6길 4,54974,127.1157952,35.82151845
효자동고기,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,608,8,전북특별자치도 전주시 완산구 효자동1가 608-8,5,4,,전북특별자치도 전주시 완산구 신봉5길 5-4,55051,127.1150728,35.81166836
한식대첩,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암2동,금암동,1582,2,전북특별자치도 전주시 덕진구 금암동 1582-2,34,,,전북특별자치도 전주시 덕진구 매봉로 34,54921,127.1412043,35.84109365
청록미나리식당전주아중점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,921,1,전북특별자치도 전주시 덕진구 인후동1가 921-1,9,16,,전북특별자치도 전주시 덕진구 석소로 9-16,55021,127.1681729,35.8277744
지혀니가맥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1449,2,전북특별자치도 전주시 완산구 효자동3가 1449-2,17,,,전북특별자치도 전주시 완산구 서곡1길 17,54956,127.0992687,35.83540361
명은양대창,,한식,곱창 전골/구이,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1539,5,전북특별자치도 전주시 완산구 효자동3가 1539-5,79,,,전북특별자치도 전주시 완산구 홍산남로 79,54969,127.1106862,35.81605261
베네디토마노,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,노송동,남노송동,538,1,전북특별자치도 전주시 완산구 남노송동 538-1,122,,,전북특별자치도 전주시 완산구 기린대로 122,55033,127.1540587,35.81999743
나로도태풍이네,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,531,3,전북특별자치도 전주시 완산구 중화산동2가 531-3,10,,,전북특별자치도 전주시 완산구 산월1길 10,54980,127.1220343,35.81288721
현우네집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,다가동3가,23,2,전북특별자치도 전주시 완산구 다가동3가 23-2,11,,,전북특별자치도 전주시 완산구 전주객사2길 11,54999,127.140974,35.81726464
다랭이참치주막전주안골점,,일식,일식 회/초밥,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후1동,인후동1가,774,5,전북특별자치도 전주시 덕진구 인후동1가 774-5,12,1,,전북특별자치도 전주시 덕진구 팽나무4길 12-1,55008,127.1542214,35.83547183
샌드리아,,기타 간이,토스트/샌드위치/샐러드,피자; 햄버거; 샌드위치 및 유사 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동1가,300,,전북특별자치도 전주시 완산구 중화산동1가 300,365,,예수병원,전북특별자치도 전주시 완산구 서원로 365,54987,127.1326147,35.81432703
영심이네숯불구이,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,603,,전북특별자치도 전주시 완산구 삼천동1가 603,66,,,전북특별자치도 전주시 완산구 용리로 66,55088,127.1173105,35.79845369
그린가맥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,676,11,전북특별자치도 전주시 완산구 삼천동1가 676-11,12,,,전북특별자치도 전주시 완산구 거마서로 12,55091,127.119538,35.79364776
호주에서온스시전북도청점,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1534,3,전북특별자치도 전주시 완산구 효자동3가 1534-3,51,,,전북특별자치도 전주시 완산구 홍산남로 51,54969,127.1074993,35.81601044
달빛에구운고등어평화점,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,299,4,전북특별자치도 전주시 완산구 평화동2가 299-4,4700,,,전북특별자치도 전주시 완산구 모악로 4700,55123,127.1313552,35.78860637
힐링과메기,,한식,횟집,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천2동,송천동1가,422,17,전북특별자치도 전주시 덕진구 송천동1가 422-17,56,1,,전북특별자치도 전주시 덕진구 송천로 56-1,54838,127.1181293,35.85827846
사월오일,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동1가,55,2,전북특별자치도 전주시 완산구 중앙동1가 55-2,28,40,,전북특별자치도 전주시 완산구 전라감영2길 28-40,55038,127.1426317,35.81607302
정미각,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,601,6,전북특별자치도 전주시 완산구 삼천동1가 601-6,9,,,전북특별자치도 전주시 완산구 송정1길 9,55084,127.1188822,35.79898389
호랑이파이,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,금암2동,금암동,1592,29,전북특별자치도 전주시 덕진구 금암동 1592-29,13,3,,전북특별자치도 전주시 덕진구 건지2길 13-3,54907,127.1408338,35.84435663
바닷내음,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,615,10,전북특별자치도 전주시 완산구 중화산동2가 615-10,27,,,전북특별자치도 전주시 완산구 중산중앙로 27,54976,127.1211991,35.81665533
도원,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,631,,전북특별자치도 전주시 완산구 중화산동2가 631,243,,,전북특별자치도 전주시 완산구 백제대로 243,54977,127.1225464,35.81492354
건행식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,585,,전북특별자치도 전주시 완산구 삼천동1가 585,62,,광진목화,전북특별자치도 전주시 완산구 성지산로 62,55083,127.1242071,35.80127673
남도,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,867,6,전북특별자치도 전주시 완산구 평화동2가 867-6,156,,,전북특별자치도 전주시 완산구 평화로 156,55124,127.1359487,35.79034071
미밀,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,888,2,전북특별자치도 전주시 덕진구 인후동1가 888-2,2,,,전북특별자치도 전주시 덕진구 가재미2길 2,55020,127.1628956,35.82852972
오로지냉삼,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1435,7,전북특별자치도 전주시 완산구 효자동3가 1435-7,4,6,,전북특별자치도 전주시 완산구 서곡1길 4-6,54956,127.1010946,35.83514072
역전우동0410전주평화점,,일식,일식 면 요리,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,892,3,전북특별자치도 전주시 완산구 평화동2가 892-3,26,,,전북특별자치도 전주시 완산구 소대배기로 26,55126,127.132923,35.78684718
얌스·,삼천점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,290,8,전북특별자치도 전주시 완산구 삼천동1가 290-8,28,,남양건설삼천동임대아파트,전북특별자치도 전주시 완산구 삼천천변1길 28,55087,127.1137323,35.79500529
부안집가맥포차,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,628,3,전북특별자치도 전주시 완산구 중화산동2가 628-3,28,,,전북특별자치도 전주시 완산구 중산중앙로 28,54977,127.1210769,35.81632198
대장간,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,937,1,전북특별자치도 전주시 완산구 서신동 937-1,16,,,전북특별자치도 전주시 완산구 새터로 16,54943,127.1085563,35.83651314
비빔밥스틱,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,전동3가,24,1,전북특별자치도 전주시 완산구 전동3가 24-1,8,,,전북특별자치도 전주시 완산구 풍남문4길 8,55043,127.1456805,35.81321237
채감,,동남아시아,베트남식 전문,기타 외국식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1632,5,전북특별자치도 전주시 완산구 효자동3가 1632-5,12,,,전북특별자치도 전주시 완산구 마전3길 12,54962,127.1029505,35.82381032
1984그수육집칼국수전주,신시가지점,한식,국수/칼국수,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1694,5,전북특별자치도 전주시 완산구 효자동3가 1694-5,80,,,전북특별자치도 전주시 완산구 마전들로 80,54963,127.1042855,35.82076291
장어락,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,785,6,전북특별자치도 전주시 완산구 효자동2가 785-6,284,10,,전북특별자치도 전주시 완산구 쑥고개로 284-10,55073,127.0963599,35.80042805
갈매기야서신,직영점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,809,3,전북특별자치도 전주시 완산구 서신동 809-3,39,,,전북특별자치도 전주시 완산구 안터6길 39,54950,127.1167483,35.83003443
전주지역자활센터가족애찬평화점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화1동,평화동1가,716,11,전북특별자치도 전주시 완산구 평화동1가 716-11,9,3,,전북특별자치도 전주시 완산구 평화19길 9-3,55121,127.1372514,35.79526013
까까점빵,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,422,9,전북특별자치도 전주시 완산구 삼천동1가 422-9,25,28,,전북특별자치도 전주시 완산구 삼천천변1길 25-28,55086,127.1127823,35.79596152
장수왕솥뚜껑생구이,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동1가,1093,7,전북특별자치도 전주시 덕진구 우아동1가 1093-7,3,,,전북특별자치도 전주시 덕진구 인교2길 3,55028,127.1715587,35.82743615
꽉찬소곱창전주,서신점,한식,곱창 전골/구이,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,830,8,전북특별자치도 전주시 완산구 서신동 830-8,21,,,전북특별자치도 전주시 완산구 서신천변6길 21,54952,127.1153182,35.82833243
신날개,삼천점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,284,6,전북특별자치도 전주시 완산구 삼천동1가 284-6,16,,,전북특별자치도 전주시 완산구 용리로 16,55086,127.1115247,35.79848623
명랑시대쌀핫도그,휴먼시아점,기타 간이,빵/도넛,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1318,1,전북특별자치도 전주시 완산구 효자동2가 1318-1,77,,일부호,전북특별자치도 전주시 완산구 호암로 77,55062,127.1030197,35.80884032
까도돼,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,101,2,전북특별자치도 전주시 덕진구 송천동1가 101-2,10,,,전북특별자치도 전주시 덕진구 솔내9길 10,54835,127.1257307,35.86246158
코다리각시,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,264,,전북특별자치도 전주시 완산구 삼천동1가 264,76,,,전북특별자치도 전주시 완산구 장승배기로 76,55132,127.1214615,35.7927716
오티씨,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1633,7,전북특별자치도 전주시 완산구 효자동3가 1633-7,21,,층,전북특별자치도 전주시 완산구 마전중앙로 21,54962,127.1040788,35.82350292
대설아중점,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,915,17,전북특별자치도 전주시 덕진구 우아동2가 915-17,2,,,전북특별자치도 전주시 덕진구 아중1길 2,55023,127.1700995,35.82818627
인더포크,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동2가,1230,3,전북특별자치도 전주시 완산구 효자동2가 1230-3,23,9,,전북특별자치도 전주시 완산구 홍산북로 23-9,54966,127.1042932,35.81814925
명품육회,,한식,소고기 구이/찜,피자; 햄버거; 샌드위치 및 유사 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,696,7,전북특별자치도 전주시 완산구 중화산동2가 696-7,9,7,,전북특별자치도 전주시 완산구 메너머3길 9-7,54972,127.1218289,35.82326093
배짱,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,고사동,1,13,전북특별자치도 전주시 완산구 고사동 1-13,100,,,전북특별자치도 전주시 완산구 전주객사5길 100,54999,127.1444027,35.82251492
지니펍,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,478,2,전북특별자치도 전주시 덕진구 송천동2가 478-2,9,,,전북특별자치도 전주시 덕진구 붓내4길 9,54828,127.1223733,35.86792664
섹터,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1530,10,전북특별자치도 전주시 완산구 효자동3가 1530-10,71,,,전북특별자치도 전주시 완산구 홍산북로 71,54969,127.1097477,35.81759462
스마일,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1213,5,전북특별자치도 전주시 완산구 효자동2가 1213-5,90,,,전북특별자치도 전주시 완산구 우전로 90,55065,127.1016296,35.80335281
첫마중뜰마을식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아1동,우아동3가,746,31,전북특별자치도 전주시 덕진구 우아동3가 746-31,815,,일부,전북특별자치도 전주시 덕진구 백제대로 815,54908,127.157424,35.84868911
스마일마라탕,,중식,마라탕/훠궈,중식 음식점업,전북특별자치도,전주시 완산구,동서학동,동서학동,83,2,전북특별자치도 전주시 완산구 동서학동 83-2,37,,,전북특별자치도 전주시 완산구 천경로 37,55100,127.1531096,35.80982341
안녕식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동1가,724,7,전북특별자치도 전주시 완산구 평화동1가 724-7,14,,,전북특별자치도 전주시 완산구 평화18길 14,55122,127.1352376,35.79505512
오사카참치활어,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1699,5,전북특별자치도 전주시 완산구 효자동3가 1699-5,173,,,전북특별자치도 전주시 완산구 효자로 173,54963,127.1043169,35.81935692
써브웨이전주아중점,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,835,3,전북특별자치도 전주시 덕진구 인후동1가 835-3,226,,,전북특별자치도 전주시 덕진구 건산로 226,55019,127.1620321,35.8338483
