rest,rest_code,review,wdate,review_count
모래내우족탕,1891059482,굿굿,8.12.화,173
모래내우족탕,1891059482,"내장탕, 갈비탕 특 먹었어요내장탕 생각보다 매콤하고 무가 들어가서매운 뭇국 느낌..... 내장 냄새나서 그냥 국물만 먹었어요 갈비탕은 고기 부드럽고 6덩이? 정도 들어있네요손님분들이 다 할머니 할아부지임 제 연령대 맛은 아닌듯...",1.7.화,173
모래내우족탕,1891059482,시원하고 친절하는식당입니다,2.28.금,173
와르르조개구이,1179892753,25.08.15 가족모임으로 성인7명+아기1명 방문함다른장소에서 이전해서 첫 오픈날이라고 안내받았고오픈 10분만에 방문해서인지 부산스럽고 안내도 별로였음좌석안내받고 식사하는동안 너무 더웠고 덥다고 얘기해도 별다른 조치 없었음 가게에 있는 여러선풍기를 동원해도 가게안은 시원해지지 않고 계속 더웠음에어컨 틀어놓고 사장님이 환기 잘 안된다고 출입문 계속 열어둠 닫아도 다시 계속 염버티다 버티다 너무 더워서 못버티고 1시간만에 그냥 나옴23만원 쓰고 고생은 고생대로 하고 먹지도 못하고다시는 안갈 예정.가시려는 분은 한겨울 한파에 가시길 세상따듯할테니..,8.15.금,18
와르르조개구이,1179892753,가성비 최고!!맛있게 잘 먹었어여,3.8.토,18
와르르조개구이,1179892753,조개구이 판 불이 약해서 제일 세게해도익는데 시간이 겁나 오래걸립니다무한리필인데 익는데 오래걸려조개류는 실상 얼마먹지도 못하고삼겹살로 배채우고 왔네요ㅡㅡ...ㅎㅎ여자사장님이신지 관리자분인지 모르겠지만친절하지도 않으시고 불이 왜이렇게 약한지물었더니 대꾸도 없고 무서워서 말을 못걸었어요ㅎㅎ엄청 맛있고 배부르게 먹으려고 갔는데여러가지로 아쉬운 식사였습니다,3.15.토,18
와르르조개구이,1179892753,"조개류가 살아 있어요..신선해서 넘넘 맛이 있어요..사장님이 직접 구워 주시고, 조개들이 입안에서 쫄깃쫄깃..염통구이도 별미. 강추드립니다",4.6.일,18
와르르조개구이,1179892753,조개구이 맛있어요,3.24.월,18
와르르조개구이,1179892753,맛있어요,3.14.금,18
와르르조개구이,1179892753,오늘도 맛나게 냠냠,1.10.금,18
와르르조개구이,1179892753,자리 이전 후 찾은 와르르조개구이. 키조개의 상태가 좋지 못해 질겼고 냄새가 났어요. 다른 조개는 괜찮았습니다 :),24.10.7.월,18
와르르조개구이,1179892753,"무한리필 조개구이..넘넘 신선하고 맛이 있어요.바다에서 바로 와서 그런지 약간짭조름, 맥주가 끝내주게 맛있게 들어가네요..각종조개 배 터지기 전까지 먹었어요..강추",24.12.16.월,18
와르르조개구이,1179892753,조개를 좋아해서 종종 들리는집이예요항상 맛있게 먹구있구요사장님도 친절하셔서 넘 좋네요먹느라 정신 없어서 사진이라곤 급하게 찍은 메뉴판 ㅠㅠ잘 먹었습니다,24.9.13.금,18
스폰지밥,1361661183,사장님 친절하시고 아이들 간단 간식 으로 좋아요,24.5.13.월,22
스폰지밥,1361661183,떡볶이 맛집이에요,24.5.11.토,22
스폰지밥,1361661183,"사진이 없어서 아쉽네요ㅠ 너무 맛있고, 친절한 사장님 부부 덕분에 아이들의 단골가게가 됐어욤",23.11.29.수,22
스폰지밥,1361661183,튀김이 깔끔하고 맛있어요👍,23.9.13.수,22
스폰지밥,1361661183,아이들이 좋아하는 메뉴가 많아요,23.6.16.금,22
스폰지밥,1361661183,좋아요,23.8.25.금,22
스폰지밥,1361661183,굿,23.7.6.목,22
스폰지밥,1361661183,우와~대박집 아무생각없이 갔는데 맛집!!!!!오징어튀김 계란튀김 피카츄 닭강정 슬러시일케먹음오징어튀김 먹는데 올 안에내용물이 실해 튀김옷만그득한 그오징어튀김이아니였음 그런데 대박 가치나온간장 레몬향이 은은 분식점 간장이 일케 맛있어도됨?담번에 염치불구하고 간장좀살수있나고 물어봐야게쑴오징어튀김먹으면서감탄하는사이 나온 닭강정 헐~~~후라이드맛집 고기양도 튀김양도적절 완죤바삭 그담으로 닭강정양념된것 우와~~얘도 바삭 달달 대박 맛있움 이근처 굉장히오래된 닭강정집보다 훨배맛있응 어디라곤말못하는데이동네사람다아는 그닭강정집은 이제막튀겨서줘도 먹다봄 눅눅해지는데 여긴 그오랜시간먹도록 바삭함이유지되고냄새도없구신선했음 피카츄도냄새나서안먹는데 여긴 피카츄도 바삭냄새가없음 이런대박집 나만알고있기 아까워 리뷰씀,22.6.13.월,22
스폰지밥,1361661183,아이들 군것질 거리,22.8.31.수,22
스폰지밥,1361661183,굿,22.11.11.금,22
마행숙고기마루,16832160,잘먹었습니다,7.18.금,42
마행숙고기마루,16832160,다슬기 수제비국물이 끝내줘요^^묵은지도 예술입니다.,5.7.수,42
마행숙고기마루,16832160,고기가 도톰하고 연하고 맛있어요선지국이 나온데 그것도 좋아요,23.11.15.수,42
마행숙고기마루,16832160,굿,23.10.15.일,42
마행숙고기마루,16832160,고기는 맛있는데 친절하지 못하고 게다가 반찬이 부실하고 버섯도 따로없고 이거참 소고기 땡겨도.안가야지,23.6.16.금,42
마행숙고기마루,16832160,소고기가 야들야들 맛있어요,23.2.15.수,42
마행숙고기마루,16832160,매장도 넓구. 친절하시구 밑반찬도 너무맛있어요 삼겹살이 너무 쫄깃하구 맛있네요 단체모임도 하기 좋아요,23.1.24.화,42
마행숙고기마루,16832160,처음같지 안하요,23.4.30.일,42
마행숙고기마루,16832160,굿,23.7.2.일,42
마행숙고기마루,16832160,😃,23.4.11.화,42
부귀촌,17069134,집밥같은 밑반찬이 너무 맛있어요. 자극적이지 않고 슴슴한게 너무 맛있게 먹은 점심입니다. 재 방문의사 아주 높아요,7.29.화,83
부귀촌,17069134,"꽃피는 봄날~ 오랜만에 오리주물럭 맛있게 먹고, 하트도 만들었었어요~ 여전히 밑반찬도 맛있고 모임하기 딱입니다..!!",3.31.월,83
부귀촌,17069134,음식이 맛있어요,7.11.금,83
부귀촌,17069134,"불포화지방산 오리주물럭 먹었는데요, 배추쌈이 얼마나 고소한지 볶음밥에 보름달에 비친 사람도 만들어보고 연말 회식 잘하고 왔습니다~^^",24.12.26.목,83
부귀촌,17069134,불고기가 매꼼하니 맛있어요,24.8.25.일,83
부귀촌,17069134,재료도 신선하고 집밥처럼 반찬이 좋아요,24.8.19.월,83
부귀촌,17069134,모든메뉴가 정말 맛있는집입니다저렴한 백반이지만반찬수에 감동받는곳!정말 청국장 전주 1번입니다 ㅎㅎ,24.8.7.수,83
부귀촌,17069134,여름보신탕 닭백숙 먹고싶어지는데요~~^^ 4명이서 오리주물럭 맛있게 먹고 하트 매화꽃 볶음밥..ㅎㅎ 지인분들 밑반에 또 한번 놀랜날~ 한번 방문해보신분들은 다 단골됩니다..!!,24.6.9.일,83
부귀촌,17069134,"오늘도 지인분들 오리주물럭 너무 맛있다고 난리난리~~ㅎㅎ 하트 대신 매화꽃 볶음밥 노릇노릇하게 눌려야 제맛이죠~^^ 청국장, 누룽도 잘 먹었습니다..!!",24.5.29.수,83
부귀촌,17069134,오늘도 오리주물럭 맛있게 먹고 볶음밥 하트 만들었어요~♡ 이전개업해서 깔끔하고 좋아요..^^,24.5.24.금,83
맛고을순대,16999971,정말 맛있는 순대국밥을 먹을수 있는곳김치도 맛있고 친절하시고돼지 부속물들이 가득 가득해요냄새없이 한그릇 진하게,8.28.목,40
맛고을순대,16999971,무엇보다 양이 많고 잡내없이 깔끔하게 먹을 수 있는 순대국밥입니다. 모래네시장에서 오랫동안 장사하신만큼 그 내공이 느껴져 좋은 식당. 맛고을순대네요,4.24.목,40
맛고을순대,16999971,"전주 여행 처음인데, 카페코모도 바 사장님 추천으로 방문했습니다. 머리국밥을 주 4회 이상 드신대서 처음 도전해봤는데, 진짜 맛있었습니다. 국물 깔끔하고 고기 많고 사장님 친철하십니다.",24.8.31.토,40
맛고을순대,16999971,"근처라 정말 자주 가는데 순대국밥에 잡내도 안나고 양도 넉넉해서 늘 맛있게 먹고 갑니다!뚝배기 불고기도 맛있어요 👍🏻👍🏻이모님도 친절하시고, 김치도 너무 맛있어요~~개인적으로 전주 순대국밥 중 가장 맛있어요😊😊",24.8.1.목,40
맛고을순대,16999971,오늘도 잘 먹었습니다 ㅎㅎ 또 올게요,24.2.8.목,40
맛고을순대,16999971,피순대가 냄새도 없고 촉촉해요 그리고 국밥에 들깨가루가 들어가져있습니다. 그래서 고소해요. 제 친구는 맛있대요 저도 맛있게 먹었습니다,23.11.4.토,40
맛고을순대,16999971,저녁으로 먹고 갑니다,23.8.31.목,40
맛고을순대,16999971,맛있어요,23.8.8.화,40
맛고을순대,16999971,좋아요,23.7.7.금,40
맛고을순대,16999971,좋아요,23.6.24.토,40
부부상회반찬,1837715473,써비스도챙겨주시고너무잘먹겠습니다,8.6.수,84
부부상회반찬,1837715473,종류도 다양하고 맛있어요~,5.15.목,84
부부상회반찬,1837715473,음식을 잘하시네요. 산 것마다 다 맛있어요. 가격도 합리적립니다. 많이 파세요~,2.20.목,84
부부상회반찬,1837715473,맛있어요,1.14.화,84
부부상회반찬,1837715473,굿,24.12.2.월,84
부부상회반찬,1837715473,반찬이 다 맛있어요^^,24.11.13.수,84
부부상회반찬,1837715473,친절하시고 맛있어요,24.10.17.목,84
부부상회반찬,1837715473,저렴하고 맛있어요,24.10.1.화,84
부부상회반찬,1837715473,반찬이 정말 맛있고 다양해요,24.9.4.수,84
부부상회반찬,1837715473,자주 이용하는데 반찬이 정말 맛있어요^^,24.8.6.화,84
해피돈스,1296574527,경양식 돈까스가 땡길 때 가는 곳😎👍일식 돈까스 말구 이런 경양식 돈가스가 먹고 싶은데 옛날 맛 그대로 주시는 곳이에요! 사람들도 알음알음 알고 많이 와요!! 치즈까스 넘 맛있고 소스도 두 가지라 질리지 않고 먹을 스 있어서 좋아요! 6시 30분이 라스트 오더라 일찍 가세요!!,6.17.화,147
해피돈스,1296574527,"해피돈스 예전부터 와보고싶었는데 드뎌 방문했습니다!해피정식 1 , 돈스정식 1 주문했습니다. 양배추 샐러드 몽땅 주시고 식전 스프 주시는데 옛날 부모님과 손잡고 갔던 경양식 돈까스 맛이 나요. 추억이 생각나고 떠오르게 하는 옛날 돈까스라서 오히려 좋았습니다. 전혀 양이 적다는 생각이 안 들었고요. 여러가지 맛볼수 있는 정식이 있어서 더욱 특별한 느낌이었습니다. 오래오래 사장님 장사해주세요 〰️ ღ’ᴗ’ღ",2.15.토,147
해피돈스,1296574527,돈까스 맛집이에요안가본 사람은 있어도 한번만 간 사람은 없는 곳ㅎㅎ식사후 셀프 후식커피도 준비되어 있어요 👍 👍,4.4.금,147
해피돈스,1296574527,돈까스맛집입니다~식전 스프가 나오고 메인 메뉴인 돈까스가 나와용~야채샐러드도 아삭하고 맛있어요식사 후 한쪽에는 커피 후식이 준비되어있어요 👍,2.11.화,147
해피돈스,1296574527,"여기 돈까스 찐맛집이에요!!어릴적 자주가던 돈까스집, 급식으로 나오던 학교돈까스 맛이 그리워서 웬만한 돈까스집 다 찾아다녔는데고기랑 소스가 딱 여기다 싶었네요고기는 부드럽고 튀김옷도 부드러운 느낌이구..황토색도 맛있지만 진갈색 소스가 제가 찾아헤매던 딱 그소스...샐러드도 맛있고 다 맛있어서 소스까지 싹싹 다 닦아먹었어요무엇보다 가게분위기가 너무 옛감성있고 정이 가요.청결하기도 하고...오랫동안 한곳은 역시 맛있네요이렇게 자발적으로 리뷰쓰고 싶을만큼ㅎㅎ돈까스가 소스가 2개고 2덩이에요저는 오리지날돈까스 좋아해서 치즈나 생선까스 안먹는데다음엔 치즈돈까스랑 생선까스도 먹어봐야겠어요!!기대중입니다안가보신 분들 딱 한번만 가보세요 진짜 맛있어요",3.26.수,147
해피돈스,1296574527,돈가스 좋아하는 사람이라면 한번쯤 가봐야 하는 집이라기에 가족과 함께 방문해 맛있게 먹고 왔습니다! 골고루 먹어보고 싶어 메뉴 다양하게 시켰는데 고르곤졸라는 인원 많을 때 그냥 사이드로 시킬만한 메뉴인 거 같고 돈가스를 두 개 시킬걸 그랬어요 ㅠ 개인적으로 해피정식 속에 생선가스>돈가스>치즈가스 였습니다!,24.12.30.월,147
해피돈스,1296574527,깔끔하게 클리어 한 접시 인증~^^식전 스프도 나오고돈까스 바삭하고 맛있어요 돈까스 맛집!!사장님 친절하게 응대해주셔서 좋아용~,1.17.금,147
해피돈스,1296574527,경양식 돈까스 땡길때마다 꼭 오는 맛집입니다 ㅎㅎ두 소스다 자극적이지 않고 느끼하지 않아서 좋아요.,1.11.토,147
해피돈스,1296574527,"경양식 돈까스 좋아해서 가보았는데 맛있었어요!혼밥하시는 분들도 꽤 있었고, 식전 수프도 주셔서 좋아요. 한번 쯤 방문해서 먹어보면 좋을 것 같아요🙂",24.11.16.토,147
해피돈스,1296574527,양도 많고 맛있어요 옛날 돈까스 좋아하는 분들 추천~,24.12.16.월,147
스시요헤이,1114568755,6월에 남편이랑 방문해서 맛있게 먹고 결혼기념일에 또 생각나서 다녀왔습니다!이번에도 역시 너무 맛있게 잘 먹었습니다~~~셰프님이 저희가 한번 방문했었던 걸 기억하시더라구요오ㅎㅎ 다음에 또 갈게요😊,11.12.수,90
스시요헤이,1114568755,디너만 세번째 방문했는데갈때마다 느끼지만 정말 대접받고 오는.기분~^^셰프님 너무 재밌으시고.무엇보다하나하나 정성스럽게 나오는스시가 정말 일품입니다꼭 한번 가보세요여기가시면다른곳 못갑니다지인따라서 다른곳가봤지만 여기만큼은 아니라전주 스시 오마카세는스시요헤이가 쵝오!!,8.23.토,90
스시요헤이,1114568755,오마카세가 오랜만에 먹고싶어서 남편 쉬는 날 예약해서 아기 어린이집 보내놓고 왔어요!진짜 너무너무 맛있었고 가성비 최고입니다👍🏻다음에 또 올게요오 사장님도 파이팅있어서 좋았어요😊,6.9.월,90
스시요헤이,1114568755,완벽하고 즐거웠던 한끼!😎😉,4.14.월,90
스시요헤이,1114568755,친절하신 사장님과 맛있는 음식을 맛있게 잘 먹었습니다 ㅎ,3.5.수,90
스시요헤이,1114568755,맛있어요 번창하세요,5.9.금,90
스시요헤이,1114568755,좋으네요~~특별한 날 강추!,3.14.금,90
스시요헤이,1114568755,맛있게 먹고 왔습니다. 리뷰보면 사장님이 재밌고 유쾌하시다라는 말들이 많은데 바쁘셔서 메뉴 설명을 듣거나 그러기는 어려웠어요. 어떤 리뷰에는 만족하지못했다고 시끄러웠다고 써있기도 했는데 그게 저에게도 해당되는 일이 되었네요. 뭐 그렇다고해서 그게 너무나 기분안좋고 그런 건 아니었지만 제가 간 시간대의 남자분들이 좀 그렇긴했어요. 근데 너무 쥐죽은듯 조용한것도 안좋을거같긴하고ᆢㅎㅎ 음식은 맛있게 먹었어요. 전복이 맛있다는 생각은 해본적이 없었는데 여기서 먹은 전복은 좀 놀라웠어요.다른 것들도 정말 다 맛있게 먹었어요.^^,24.10.28.월,90
스시요헤이,1114568755,너무 맛있어요><!! 종류도 다양하게 많이 나오구 음식도 맛있구!임신해서 술은 못마셔서 너무 아쉬웠지만 ㅠㅠ그래도 너무 만족스러운 식사였어요🩷,24.7.8.월,90
스시요헤이,1114568755,저렴한 오마커세집 발견했어요.평소 오마카세를 좋아하는데 이집은 대박이에요.가격이 9만원^^평소 15만짜리 먹다가 여가 가격대가 저렴해서 음식 퀄리티 걱정했는데 전혀 걱정 안하셔도 되요.정말 맛있게 잘 먹었습니다. 사케도 맛있었어요.^^,24.4.11.목,90
착한낙지,36022722,맛은 있는데 양이 너무 작아요 일주일에 한번 정도 가는집 낙지덥밥을 좋아하는나 양좀 많이 주세요사장님 직원분 친절하게 잘 해주십니다다음에 가면 좀 많이 주세요오늘도 변함없이 파이팅 하세요 ~^♡^~,10.19.일,1234
착한낙지,36022722,"포장 주문했어요! 전화로!빠르고, 안전히 포장해주셔서 좋았어요!그리고 무엇보다 맛있어요👍👍",11.26.수,1234
착한낙지,36022722,집근처라 가끔 방문하는 곳이에요.음식이 깔끔하고 맛있는데 낙지덮밥은 좀 매워요. 그리고 후식 식혜도 맛있어요~~,7.31.목,1234
착한낙지,36022722,저녁8시반쯤 방문했구요 메뉴 고민하다가 연포탕이랑 낙지볶음 고민하는데 직원이 낙지볶음 먹으라고해서 그냥 시켰는데 하는행동보니까 연포탕 먹는데 오래걸려서 자기들 빨리 퇴근할려고 그랬나봐요. 반찬안주길래 셀프바 갔더니 다 비워져있어서 반찬없냐그랬더니 없다고하면서 무슨 인심쓰듯 김치준다며 다 부서진 연두부랑 김치갖다주더라구요. 다신 안갈려구요. 나름 송천동에서 꽤 오래 영업한곳인데 많이 아쉽네요.,8.23.토,1234
착한낙지,36022722,비오는 날 매운 낙지볶음에 해물파전이 생각나서 왔어요..넘넘 맛있게. 먹고 갑니다^^,8.3.일,1234
착한낙지,36022722,낙지볶음 맛집이네요! 낙지가 부드럽고 질기지 않아요기본으로 주시는 샐러드랑 오이냉국 좋네요~왕갈낙탕 고깃살도 부드럽고 전복과 장뇌삼도 들어있어 국물이 진하고 맛있는 것 같아요맛있게 잘 먹었습니다!,5.25.일,1234
착한낙지,36022722,낚지볶음과 갈낙탕 주기적으로 생각나는 맛왕갈낙탕 전복과 굵은 낙지다리까지 들어있어 풍성한 느낌주의 배추김치 매움,8.15.금,1234
착한낙지,36022722,낙지볶음 덮밥은 매콤한맛 보다 간이 너무 자극적인 맛밖에 안느껴져써요~ 그리고 낙지해물파전은 기름에 잠수를 한 느낌처럼 넘넘 니글니글해써요:;; 서비스도 직원분이 완전 무뚝뚝하시고 툭툭 음식을 던지는 느낌이였습니다개선할 필요가 있을꺼 같습니다~모든 부분이~,10.9.목,1234
착한낙지,36022722,먹었던 연포탕중 최악이네요ㅋㅋ중없고 대뿐이라네요ㅋㅋ 새우1개 전복3개야채달라고 했더니 5천원ㅋㅋ내용물은 중 가격은 대 뭐좀 달라면 추가요금ㅋㅋ저처럼 느껴보시려면 꼭 주문해보길바이,10.2.목,1234
어청도,13491784,군산시가 버린 어청도어청도는 군산시에서 버린 섬이 분명하다.섬 방문시 배편 운임도 깍아주는 등 섬 살리기에 힘쓰는것 같이 보이지만 막상 방문해보니 전혀 아니란 사실을 알게 되었다.섬에는 쓰레기가 넘쳐나고 악취는 견딜수 없다. 엄청난 예산을 들여 만든 해변 산책로는 관리 소홀로 무서운 시설이 되었다. 곳곳에 쓰레기가 쌓여 있고 섬은 ...다시는 가고 싶지 않다.,6.10.화,6
어청도,13491784,어청도아름다운. 섬.,5.24.토,6
어청도,13491784,한반도지형과 어청도등대 보러 방문.하루 한번 배 운항함. 숙박은 필수.공치산.안산방면 숲풀이 무성해서 숙소 사장님께 물었더니올해 너무 덥고 습해서 벌초작업이 더디다고 함.자연재해로 해안데크길 망가짐. 이 또한 보수 공사가 더딤.한적하게 거닐다 오기 좋음.섬마을 특성상 식사 예약은 필수로 보여짐.,24.9.27.금,6
어청도,13491784,등대가 아름다운 섬https://m.blog.naver.com/baeksun-/222774711369,22.6.7.화,6
어청도,13491784,아름다운섬,22.10.30.일,6
문꼬집,36391889,"이거 별로에요 ㅠㅠ 분명 불로 직화를 한걸 봤는데, 완전히 안 익은것 같이 질겨요. 정말 돈이 아깝지만 도저히 맛이 없어서 중간에 버렸네요. 음식 버리는거 정말 싫어하는데 ㅠㅠ여행자들을 위해서 리뷰를 솔직히 적어주면 좋을것 같아요",9.18.목,331
문꼬집,36391889,특이하네요 ㅎㅎ 바로 불로 구워주는데 한번 먹을만 했습니다,11.2.일,331
문꼬집,36391889,맛있어요 … 또 먹고 싶어요…,10.3.금,331
문꼬집,36391889,맛은 있으나 너무 딱딱해요ㅜ,9.27.토,331
문꼬집,36391889,매장 완전 더러움.와국인 혼자 일해서 바쁨. 안쪽에 사람남자있는데 나와서 도와주지 않음.얼린생수 구매했는데 각각 제품이 다름.주문과 계산이 위치가 달라 헷갈림.알려주지 않음.그 주변 매장 다 먼지에 둘러쌓여 있는듯.전주는 관리 안하나봄.와국인관광객도 많은데 창피함.가격은 더럽게 비쌈.저렇게 더러운 매장이 방송에 나온게 신기함. ㅎㅎㅎ다시 안가면 댐 ㅎㅎ,10.5.일,331
문꼬집,36391889,인기맛집!!!,11.1.토,331
문꼬집,36391889,바로바로 나와서 따끈하게 잘 먹었습니다,8.15.금,331
문꼬집,36391889,문어꼬치 양은 적어요,10.4.토,331
문꼬집,36391889,"문어꼬치에 사람이 길게 늘어섰길래 가봤습니다오징어 튀김은 저번에 먹었을때 첫맛은 좋았지만 중반부터 입이 짜고 배불러 남겼었는데 ,이건 양이 적당해서 끝까지 맛있게 먹엇네용 ㅎ매운 꼬치로 했고 타코야키 빵 없이 문어만 먹는 맛이예요. 아이스크림 호떡이랑 같이 사서 먹으니 단짠단짠 존맛이네요",4.6.일,331
문꼬집,36391889,회오리 감자튀김이 부드럽고 잘 튀겨져서 나옵니다.아이들이 좋아할 만한 맛입니다.모양도 재미있어요!,6.5.목,331
팥죽마을,1530309816,굿,9.13.토,82
팥죽마을,1530309816,팥죽 먹고 싶으면 중화산동에서 인후동까지 가요!!진짜 여기 팥죽은 못 끊어요👍👍,24.8.24.토,82
팥죽마을,1530309816,굿,1.2.목,82
팥죽마을,1530309816,굿,24.12.9.월,82
팥죽마을,1530309816,굿,24.11.27.수,82
팥죽마을,1530309816,굿,24.11.21.목,82
팥죽마을,1530309816,...,24.5.24.금,82
팥죽마을,1530309816,굿,24.9.7.토,82
팥죽마을,1530309816,팥칼국수가 아주 진하고 맛있어요 바지락 칼국수도 칼칼하면서도 국물이 시원하고 아~~~주 맛있어요,24.1.19.금,82
팥죽마을,1530309816,팥칼국수 찐맛집이요,24.2.15.목,82
토담골식당,16679367,세상 이렇게 불친절하게 손님 맞는 식당은 처음 가보네요혼자 밥 먹으러 왔는데 혼자 오신 거면 다른 분들이랑 합석해 달라길래 뒤이어 한분 씩 들어오시는 손님들이랑 같이 앉았습니다 뭐 사람들이 많이 오는가 보다 생각했죠 문제는 식당에 혼자 와서 밥 먹는 건데 반찬도 일행이 아닌 사람들이랑 같이 먹으라고 주시네요 그래서 따로는 안 나오냐 물었더니 당연하게 네라고 답하시네요 주위에 혼자 앉아있는 손님한테는 쟁반에 따로 주고 사람 차별하면서 응대하시는 건지 좀 어이없고 황당했네요 일행도 아닌 사람들이랑 같이 앉았다고 일행 취급을 하시는 건지 상당히 불쾌하고 언짢아서 번갯불에 콩 구워 먹듯 먹고 나왔네요 물론 바쁘셔서 그러실 수도 있겠지만 아무리 바빠도 좀 그렇네요두 번 다시는 방문할 일이 없을 거 같네요,24.12.24.화,35
토담골식당,16679367,콩국수가 아주 진국이네요.잘 먹었습니다.,24.8.7.수,35
토담골식당,16679367,굿,24.5.13.월,35
토담골식당,16679367,굳,24.5.9.목,35
토담골식당,16679367,굳,24.2.22.목,35
토담골식당,16679367,굳,24.2.15.목,35
토담골식당,16679367,굳,24.2.14.수,35
토담골식당,16679367,굳,24.2.13.화,35
토담골식당,16679367,굳,24.2.6.화,35
토담골식당,16679367,굳,24.2.1.목,35
솔밭숯불생고기,16923492,어릴때 부터 갔던 갈비맛집 단골집!갈비를 너무 좋아해서 사장님께 고깃집에 시집갈거라고 했던 기억이 나네요 ㅎ그정도로 지금까지 좋아하다보니뱃속에 아가가 생기고 솔밭숯불갈비가 어제부터 계속 생각나서 오게되었어요저를 닮은건지 갈비를 좋아하는 것 같아요 ㅎ여기 국수는 저희오빠가 제일 좋아하는데양도 푸짐하고 가격은 왜 아직도 3000원인거죠?!!제 최애반찬은 감자! 옛날맛 그대로 유지하는 것도 너무 신기한데 올 때마다 감자가 계속 있어서 너무 좋았어요갈비가 생각날 때 더 자주올게요사장님 고모님💛 건강하세요!,9.29.월,45
솔밭숯불생고기,16923492,삼겹도 맛있고 갈비사진은 못찍었는데 동네 숨은 갈비맛집입니다!! 동치미는 최고! 동네 찐~~로컬맛집입니다!!,10.19.일,45
솔밭숯불생고기,16923492,굿,9.5.금,45
솔밭숯불생고기,16923492,굿,5.1.목,45
솔밭숯불생고기,16923492,좋아요,4.19.토,45
솔밭숯불생고기,16923492,굿,5.5.월,45
솔밭숯불생고기,16923492,굿,2.22.토,45
솔밭숯불생고기,16923492,2013년부터 여기 다녔는데 변함없이 맛있고 친절하세요고기는 당연하고 밥 주문 시 나오는 된장찌개도 맛있고 오이무침 동치미 감자샐러드 전 등등 밑반찬도 맛있어서 항상 만족합니다,24.10.21.월,45
솔밭숯불생고기,16923492,굿,24.11.11.월,45
솔밭숯불생고기,16923492,좋아요,24.9.28.토,45
상운암전주식당평화2호모악점,1633329744,"모악산에 왔다가 검색해서 찾아왔는데너무 맛난 집을 잘 찾아왔네요.닭볶음탕에서 불맛이 나고 너무 맛있어요.튀김주신 것도 바삭바삭 끝내줍니다.빠새메탕도 먹었는데 진짜 맛있구요,동치미가 아주 죽여주고요,반찬들도 다 맛있어요.대전에서 왔는데 또 오고싶어요! 👍",11.16.일,248
상운암전주식당평화2호모악점,1633329744,"📍위치 : 평화동 모악스프린골프장 인근📍3대째, 40년간 이어져오고있는 전통 맛집으로 19,20호 토종닭을 사용해 양도 엄청 푸짐하고 전혀 가격이 비싸다고 생각되지 않았던 곳 (4인 기준 배터지게 먹었음)📍이승우선수님도 다녀간 곳! 내부도 엄청 넓고 룸도 있어 단체모임,회식장소로도 제격이고, 50분간 사장님이 조리해서 주시는데 불향 가득 입혀져 넘 맛있고 msg 들어가지 않은 맛이라 양념이 과하지 않아 계속 먹게됨📍기본으로 제공되는 도토리묵무침,민물새우가들어간튀김도 무제한으로 계속 리필이 가능한데다 처음 주실 때도 메인급으로 많이주셔서 만족! 특히 마무리 볶음밥은 꼭 필수로 드셔보시는걸 추천!!",9.28.일,248
상운암전주식당평화2호모악점,1633329744,맛있어요~!부모님이 민물매운탕 먹고 싶다고 하셔서 찾아보고 왔는데 매운탕도 맛있고 도토리묵도 맛있고..튀김도 맛있네요..?ㅋㅋㅋㅋㅋ 진짜 맛집이예요👍🏻 닭볶음탕도 궁금해져서 다음에는 닭볶음탕 먹으러 올 예정이예요ㅎㅎ,10.9.목,248
상운암전주식당평화2호모악점,1633329744,너무 맛있는 닭볶음탕 ㅋㅋ솥뚜껑 에 팔팔~~~양도많고 덤으로 묵 무침과 튀김 헐~~~이것때문에 또 올수밖에 없것다~~~민물메기탕 이것도 별미 ㅋㅋ,11.28.금,248
상운암전주식당평화2호모악점,1633329744,추석연휴 마지막 가족식사로 왔습니다.참나무숯불구이 닭볶음탕과 오리주물럭아이들을 위한 돈까스.닭볶음탕 기다리는 동안 사이드로 나온 도토리묵무침과 야채튀김이 너무 맛있어서 리필하구요.쫄깃한 오리주물럭으로 배를 채운 후기다리던 닭볶음탕이 나오고..킥이네요♡찐한 국물에 소주가 절로 들어가는 맛!사장님의 세심한 배려에 아이들도 덕분에 배를 든든하게 채웠습니다.계속 번창하시길 바랍니다 화이팅♡,10.8.수,248
상운암전주식당평화2호모악점,1633329744,가족모임있어서 추천받고 왔어요!매장도 크고 단체모임하기 좋네여 ~~~닭도리탕 비쥬얼 너무 좋아요매콤하니 달달하니 맛있어요여기에 서비스로 도토리묵무침이랑 튀김나오는데너무 맛있어요!술안주로 딱이네요 딱이예요,9.27.토,248
상운암전주식당평화2호모악점,1633329744,우리가족 단골 집인데 리뷰 처음 써봐요 닭볶음탕 참나무향이랑 불맛이 진짜 끊을 수가 없어요.. 오리주물럭은 첨 먹어보는데 미나리 짱많아요….좋다 볶음밥도 진짜 맛있고 민물새우들어간 튀김이랑 묵무침도 서비슨데 너무 맛있어요 인원수대로 시키면 리필도 됨…!!! 여기 가면 다른 곳 못 가요👍🏻 아 그리고 진짜 친절하셔요 일행들 기다린다고 묵무침에 상추가 숨이 다 죽었는데 다시 해주신다고 쓱 가져가심 센스🥹,8.29.금,248
