rest,rest_code,review,wdate,review_count
자매집,38267052,"찐두루치기, 꾸덕 쫀쫀, 푸짐.너무 그리웠던 두루치기 맛♡",6.6.금,21
자매집,38267052,봄비가 추적추적 내리는 날~ 돛나물에 건강한 밑반찬 김치찌개 잘 먹었습니다..^^ 외국인도 가성비 좋은 한식에 흰밥도 찰지고 맛있답니다..!!,4.22.화,21
자매집,38267052,"화요일마다 먹는 점심~ 자매집 명품 김치찌개 완전 맛있죠.. 밑반찬도 그날 그날 만들어서 나오니까 선선하고 파김치 봄동김치도 완전 맛있어요..!! 백반 1인분 7천원 가격도 너무 착하답니다~~^^ 전주명가 막걸리도 한잔 곁드리면 속도 시원하고, 점심식사하면서 담소도 나누며 화기애애한 분위기가 된답니다...ㅎㅎ",3.18.화,21
자매집,38267052,매주 먹어도 안질리는 김찌찌개 잘 먹었습니다~^^ 외국인도 찾는 백반맛집..!!,5.13.화,21
자매집,38267052,"매주 먹어도 안질리고 맛있는 김찌찌개, 가성비도 좋고 와인보다 좋다는 막걸리 한사발하면 완전 딱이죠~^^",4.29.화,21
자매집,38267052,목련꽃 필무렵~ 오늘도 김치찌개로 하루가 즐겁습니다~^^,4.8.화,21
자매집,38267052,이번주는 봄철보약 머위대무침에 도라지생채무침까지 몸이 좋아하는 음식 먹고 입이 즐겁습니다~!!,4.15.화,21
자매집,38267052,"봄봄봄~ 오늘도 자매집 김치찌개 백반, 밑반찬도 건강식~~ 잘 먹었습니다~!!",4.1.화,21
자매집,38267052,봄날~ 밑반찬도 맛있고 먹는 즐거움 굿입니다..^^,3.25.화,21
자매집,38267052,새콤하니 발효된 김치찌개 맛있어요~^^,24.7.16.화,21
박가네수산시장,19936204,랍스터 코스 아주 좋아요!!맛있쥬.,7.1.화,63
박가네수산시장,19936204,가족모임 ㅇㅖ약후 이용했는데 랍스터반마리코스 진짜 가짓수 많고 다맛있어서 가족모임 만족도 최상입니다! 다음에 또오고싶어요,5.6.화,63
박가네수산시장,19936204,친구들과 모임이 있어 예약 후 방문사장님 친절하신데음식들이 좀 차가워서 아쉬웠어요,6.14.토,63
박가네수산시장,19936204,맛있어요,3.28.금,63
박가네수산시장,19936204,코스는 그냥저냥 다 괜찮았는데 라면이 너무 한강 ... 이라 놀람,24.2.20.화,63
박가네수산시장,19936204,점심특선!!!사장님 친절하시고 왕 맛있음회정식의 근본,23.10.19.목,63
박가네수산시장,19936204,맛있어요,24.2.1.목,63
박가네수산시장,19936204,해신탕이 저렴하고 맛있어요,23.8.5.토,63
박가네수산시장,19936204,친절해요,23.12.16.토,63
박가네수산시장,19936204,제입맛엔 안맞아요,23.5.31.수,63
맛뜨랑분식,1364605738,좋아요,7.28.월,45
맛뜨랑분식,1364605738,전주에서 가본 분식집 중에 제일 맛있습니다!!!사장님도 정말 친절하시고음식 하나 하나 정성들여 해주셔요😄😄재료들도 디테일하고 신선하구요그냥 존맛탱입니다!!!!!!! 여기서 시키세요 무조건,24.2.28.수,45
맛뜨랑분식,1364605738,점심에 떡볶이랑 모듬튀김 너무 맛있길래 또 저녁에 가서 오징어덮밥이랑 수제돈가스오므라이스 먹었어요! 4가지 음식 전부 다 맛있었어요👍 또 어묵 하나씩 서비스로 주셔서 너무 좋았어요! 음식들이 다 맛있고 양도 푸짐해서 배부르게 잘 먹었습니다 😋 다음에 다른 메뉴들도 먹으러 갈거예요!,24.2.24.토,45
맛뜨랑분식,1364605738,수제 돈까스라고 하셨는데 그래서 그런지 일반적인 돈까스보다 감칠맛..? 같은 게 더 잘 느껴져서 꼬소하니 오므라이스랑 더 잘 어울렸어요 🤤 도서관 주변에 가까이 있어서 혼밥하기도 좋은데 사장님도 넘넘 친절하셔서 매번 갈 때마다 기분 좋게 먹고 나올 수 있는 곳이에용!! 심지어 가격도 저렴한데 (주변 분식집 등등이나 비교해도 제일 저렴하고 양도 많은 것 같아요 😽) 양은 푸짐해서 든든하게 한 끼 할 수 있는 아주… 쨩쨩인 곳입니다 😻,24.2.13.화,45
맛뜨랑분식,1364605738,사장님이 친절하시고 순대 맛있어요,23.11.18.토,45
맛뜨랑분식,1364605738,Og감성의 분식집입니다.라볶이와 모듬튀김 주문했는데 구성이 아주 알차서 만족했습니다. 아마 다른 메뉴들도 맛이 상당할것으로 예상합니다.한가지 아쉬운 점은 나중에 주신 오뎅국물 간이 조금 부족한 거 말고는 없었습니다.,23.5.19.금,45
맛뜨랑분식,1364605738,맛있어요,24.2.28.수,45
맛뜨랑분식,1364605738,굿,23.9.11.월,45
맛뜨랑분식,1364605738,굿,23.9.13.수,45
맛뜨랑분식,1364605738,굿,23.12.17.일,45
소풍가는날,37724410,저번에는 안그랬는데 오늘은 볶음밥이 너무 달아요ㅠ,10.26.일,191
소풍가는날,37724410,.,10.12.일,191
소풍가는날,37724410,치돈맛나용,10.5.일,191
소풍가는날,37724410,가성비최고최고✧ʕ̢̣̣̣̣̩̩̩̩·͡˔·ོɁ̡̣̣̣̣̩̩̩̩✧,6.24.화,191
소풍가는날,37724410,맛나용,9.21.일,191
소풍가는날,37724410,교대에서 아이 수업받고 점심 먹으러 방문~~^^매콤김밥 맛있어요,4.12.토,191
소풍가는날,37724410,김밥이맛있어요☺️,7.23.수,191
소풍가는날,37724410,먹어본 치즈돈가스중 치즈가 가장 많다고 하며먹는 아들이네요..친절하시고 맛있게 먹었습니다..집에 들어가는길에 자주 들릴것같습니다..,3.7.금,191
소풍가는날,37724410,이른 시간 식사때문에빨리 오픈해서 좋아요.아이가 치즈가 먹어본 돈까스중 가장많았다고 해요,3.1.토,191
소풍가는날,37724410,오모라이스 맛있어요,5.17.토,191
보나베띠,20691009,생일기념으로 처음 방문했습니다.와 정말 맛있게 먹고 왔습니다!매콤함이 있었지만 맛있게 매워서 너무 개운했어요.예약하고 가니 음료쿠폰도 있어서 더 만족했습니다!! 남편도 다음에 또 오자고 그러네요번창하세요!!,4.6.일,392
보나베띠,20691009,"아내 생일을 맞아서 장모님, 장인어른 모시고 식사 왔습니다.분위기가 좋아요, 적당히 식사에 집중하기도 좋고 대화에 집중할 땐 딱 방해되지 않는 정도로 분위기가 형성되어서 가족들끼리 오기에 정말 좋아요음식은 물론 맛있고 생각보다 포만감이 좋아요특히 전채로 나온 샐러드도 맛있었고 모든 음식들이 다 맛있는 선택이었습니다.식사하기 좋은 타이밍에 나와서 부담없이 먹기도 좋아요 맛있게 잘 먹었습니다.",3.29.토,392
보나베띠,20691009,"메뉴하나하나 특별했습니다.이벤트로 오늘의스프 받았는데, 참 맛있더라고요 !디져트 아이스크림까지 야무진 식사였습니다.재방문 하려고요~",5.11.일,392
보나베띠,20691009,양도 푸짐하고 샐러드 야채도 신선하고 치즈가너무 맛있어요~,6.22.일,392
보나베띠,20691009,"짝꿍이랑 함께 방문한 곳인데 분위기가 진짜 👍숲 속에 온 것 같은 느낌이 들어서특별한 날에 분위기 내러 방문해도 좋겠다 싶어요!그리고 스테이크피자 캬..피자 도우는 얇고 고기, 야채가 가득해서 좋았어요.소스는 불고기 버거 맛!!파스타는 매콤하니 느끼함이 쏘옥 사라져요.",2.22.토,392
보나베띠,20691009,지인추천으로맛점했어요~,6.5.목,392
보나베띠,20691009,두번째 방문이네요 .남자친구 추천으로 오게 됬어요! 재료가 신선해서 마음에 들어요! 퀄리티있는 식사 하시고 싶으시면 추천합니다! 부모님 모셔서 모임하기에 분위기 좋은 공간이라고 생각합니다 ㅎㅎ 스프도 정말 맛있어요!!잘먹었습니다,5.25.일,392
보나베띠,20691009,넘넘 친절하구 마싯엇어용!!!,5.20.화,392
보나베띠,20691009,"스데이크랑 오일파스타가 정말 맛있는 집입니다.스테이크는 정말 적극추천합니다.고기러버 아닌 저도 엄청 맛있게 먹었습니다.빠네랑 스프, 샐러드도 정말 맛있었습니다.",3.29.토,392
보나베띠,20691009,"가격대비 퀄리티가 떨어져요.해물 뚝배기 리조또에는 갑자기 콩나물,,?잡탕 느낌 나요 ㅠㅠ..빠네도 이정도면 라라코스트 퀄리티인데 가격은 비싸구요시설도 너무 노후됐고 음식점하시면 신경쓰셔야할 것 같아요",6.28.토,392
오동태마을,17064963,칼칼하니 동태매운탕 맛있네요친구가 수제비피를 얇게 잘 떠서남김없이 깔끔하게 먹었구요아쉬움이 있다면 밑반찬으로 나온미역무침을 물에 적당히 불려서조리를 해야 하는데 덜불려져미역 무침 맛이~,10.15.수,491
오동태마을,17064963,얼큰한 동태탕 좋네요. 수제비 무한리필로 맛있게 즐겨요^^,9.16.화,491
오동태마을,17064963,무조건 1인 1메뉴래요.3차로 소주마시러갔는데..고거이 아쉽더라고요,10.9.목,491
오동태마을,17064963,"울 동네 동태탕 맛집입니다. 자주 들러서 먹고 포장도 자주 해요. 요즘 동태도 콩나물도 양이 적어져서 아쉽지만 그래도 여전히 맛있고 가성비 좋은 밥집이에요. 브레이크 타임 없어 언제든 먹을 수 있고, 얼큰하고 진한 국물이 일품! 졸깃한 잘익은 수제비는 말해모해!! 추천합니다.",6.13.금,491
오동태마을,17064963,단체모임하기 좋아요,9.9.화,491
오동태마을,17064963,어머니댁 방문하며 전주 자주가는 동태마을에 갔어요~본점이라서 엄청 오래되었고 저 아가씨때부터 어머니와 자주 가던 당골가게에요오유민 동태마을은 수제비를 무한으로 먹을수있어서 좋아요 우리딸들도 어머니도 수제비를 좋아해서 늘 전주 올때면 오게되더라고요밑반찬도 맛있고 동태 사이즈도 커서 1인분에 1마리씩 나오면 푸짐하게 먹을수 있어요 1인에 1인분씩 주문해야해요~아깝지 않고 배불리먹으며수제비도 5명이서 15개정도 먹고나왔어요~전주오면 또 방문할께요~~,2.27.목,491
오동태마을,17064963,자주가는 집입니다. 항상 맛있어요. 반찬도 종류가 많지는 않지만 깔끔하고 맛있어요.특히 수제비는 무한리필로 먹을슈있어 좋아요.다만... 공기밥이 공기에 반도 안차서 ㅠㅠㅜ 너무행~~~밥 양이 너무 적어요,1.15.수,491
오동태마을,17064963,그냥그래요,9.13.토,491
동호곱창,17073300,주차하기 힘들고 웨이팅 했던 동호곱창이지만맛은 보장합니다!!!!!!곱창이 야들야들하고 잡내가 없어 진짜 맛있어요(msg맛 낭낭❤️)사장님 친절하세요~,9.25.목,485
동호곱창,17073300,전주역맛집 동호곱창뜨끈한 곱창전골에 술 한잔,11.5.수,485
동호곱창,17073300,맛있게 먹었어요,11.15.토,485
동호곱창,17073300,점심 곱창전골 2만7천 원. 강력추천드립니다 ^^,9.24.수,485
동호곱창,17073300,"전주역 근처 동호곱창 방문 후기비 오는 날, 전주역 근처 동호곱창 다녀왔습니다.주차는 조금 불편했지만, 그 맛 하나만큼은 확실히 보장됩니다.곱창전골이 특히 인상 깊었는데, 얼큰하고 깊은 국물 맛에 소주가 절로 들어가더라고요.비 오는 날이면 더 생각날 그런 맛. 곱창 좋아하시는 분이라면 한 번쯤 꼭 가볼 만한 곳입니다.",6.13.금,485
동호곱창,17073300,진짜 생곱창을 즐기고 싶다면여기가 맛집입니다,7.29.화,485
동호곱창,17073300,곱창이 야들야들하고 쫄깃쫄깃해서 맛있네요. 국물은 짜지도 맵지도 않아 좋네요.,8.16.토,485
동호곱창,17073300,전주역 부근 곱창으로 유명하다고 해서 방문해 봤습니다 사장님 친절하기 맞이해주셔서 좋았어요 메뉴는구이 전골 생삼겹살을 메인으로 파시더라고요 저희는 곱창구이 2인분 먹었는데 곱창에 곱도 많이 들어있고 잡내도 하나도 안나서 좋았어요 다음에는 전골도 먹으로 방문해봐야겠네요 다만 주문시 직원에게 주문할라고하면 사장님한테 말해라하고 계산시에도 직원분에게 결제할라고 하는데 사장님한테 해야된다고 하시네요 왜그런진 모르겠는데 그랬어요 그래도 맛있게 먹었어요,4.26.토,485
동호곱창,17073300,ㅎㅎ,9.11.목,485
동호곱창,17073300,국물도 시원하고 너무 맛있게 먹었습니다. 재방문의사 1000% 입니다,5.20.화,485
연어회상,1003641541,"유린기 돈까스랑, 청양크림 돈까스 먹었는데…너무 너무 맛있어요!! 양도 많아서 배터져요..⭐️가게도 귀엽고 잘 먹구 갑니당~~~",7.17.목,104
연어회상,1003641541,매콤우쫄면 맛있어요,7.24.목,104
연어회상,1003641541,사대부고에서도 연어먹을슈있어서 좋아요!,4.1.화,104
연어회상,1003641541,"전북사대부고 앞사케동 맛집 😋연어, 돈까스, 카레 다 맛있다고 유명해요!!지금까지 사케동만 4번 정도 먹어봤는데너무 맛있어요 ㅜㅜ가격도 비싸지 않고, 연어 냄새 없고양도 여자기준 배부르게 먹어요!",24.11.20.수,104
연어회상,1003641541,맛있어요,4.11.금,104
연어회상,1003641541,주변 학생들에게 소문난 맛집으로 오랫만에 연어가 땡겨서 재방문 하게 되었습니다작은 매장이지만 정말 아기 자기한 소품부터 인테리어 가 메뉴와 잘 어울려져서 사장님 인테리어 솜씨에 감탄 하는 곳이랍니다식사메뉴 가격도 오픈 초창기 그대로 유지 하고 계시더라고요(엄청 깜놀)연어회상은 전주에서 쉽게 보지 못한스타일 이색 메뉴가 많아서 좋더라고요또한 사장님 내외분도 너무 친절하시고 계산할때 후식까지 챙겨주신 모습에 진짜 감동 이었습니다이런곳은 꼭 대박 나셨으면 좋겠습니다사장님 응원 합니다 화이팅!!!,24.7.9.화,104
연어회상,1003641541,김치우동 완전 맛있어요~~ 국물 진하고 우동이아니라 김치찜에 우동사리 넣은 느낌이라 좋았어요,24.11.27.수,104
연어회상,1003641541,"오랜만에 방문한 연어회상🔥카레는 여전히 맛있고 고로케 감자가 훨씬 진해져서 빨리 안먹은 걸 후회했어요ㅠ열무김치가 나왔길래 이야기하고 있었는데, 직접 농사지어 담근거라고 알려주시더라구요!우쫄면도 매콤하니 맛있게 먹었습니다🫶🫶🫶🫶🫶",24.5.31.금,104
연어회상,1003641541,"간장연어장덮밥 14,000",24.10.21.월,104
풍년제과효자,16924017,사장님 친절하세요,10.30.목,186
풍년제과효자,16924017,와아 최악이에요풍년제과 먹고싶어서객사까지 못가서가까운데 찍었는데...초코파이 이거 짝퉁도 있나요??세상 얇고 퍼서퍼석 한입 먹다가 버렸습니다풍년제과가 두개인가봐요???딸기잼도 거의없고 크림도 없고재고 떨이 한 느낌의 맛이라 다시는 안갑니다쟁반 들었는데 찐떡찐떡 ...,6.14.토,186
풍년제과효자,16924017,초코파이 많아서 전문매장 같은 느낌.사장님 친절하세요.,5.22.목,186
풍년제과효자,16924017,빵 너무 맛있게 잘 먹었습니다ㅜㅜㅜ,5.6.화,186
풍년제과효자,16924017,풍년제과 초코빵 하나사왔숨당 *’͜’,3.15.토,186
풍년제과효자,16924017,전주 출장 간 김에 가장 가까운 거리에 있는 풍년제과라서 들러봤어요.시그너쳐 메뉴인 초코파이와 센베를 비롯해서 종류가 다양했습니다.커피맛 나는 처음 보는 빵이 있었는데 어머니께서 굉장히 좋아하셨어요. 가격도 착하고 우리밀이라 소화도 잘 되고 속이 편하네요.,24.8.20.화,186
풍년제과효자,16924017,사장님 친절하시고 전병이랑 초코파이 맛있어요,24.11.13.수,186
풍년제과효자,16924017,맛있어요 추천합니다 번창하세요,24.11.2.토,186
풍년제과효자,16924017,풍년제과 셈베 맛있죵,3.1.토,186
풍년제과효자,16924017,초코파이 조아요,24.8.29.목,186
건강한김밥,1129396250,사장님침절하시고 조아요,9.26.금,143
건강한김밥,1129396250,맛있어요 친절하시구요,10.9.목,143
건강한김밥,1129396250,사장님 친절하고 성실하세요.참기름 달달 넣어 볶은 당근과 탱글탱글한 밥알이조화를 이뤄 또 먹고 먹는 맛이에요.다른 김밥집보다. 길이나 양이 많아빽곰 남자들도 하나 먹으면 배 부르다고 해요.,4.12.토,143
건강한김밥,1129396250,정말 건전한 김밥 맞아요여사장님 친절하시네요,9.5.금,143
건강한김밥,1129396250,여기맛있어요!!!,5.3.토,143
건강한김밥,1129396250,맛있게 먹고 또 사먹으로 왔어요,3.23.일,143
건강한김밥,1129396250,건강한 김밥 당근이 많이 들어가서 달달하니 맛이 좋아요,2.16.일,143
건강한김밥,1129396250,"ㅋㅋ가격에 비해 내용물이 넘…그냥 당근만 왕창 들어있음ㅜㅜ햄김밥이 햄이 추가?가 되는것도 아니고 그냥 김밥에 햄 들어있음.,,",2.26.수,143
건강한김밥,1129396250,맛있어용~^^,4.5.토,143
건강한김밥,1129396250,상호명처럼 진짜 건강한 김밥이예요.재료들을 아낌없이 넣어서 만들어주시는데 먹다보면맛있어서 한 줄은 부족한 느낌이예요.그리고 김밥을 만들어 주시는 사장님께서 너무 고우시고 친절하세요.,24.11.14.목,143
데이브제과점,32980240,항상 애용중이랍니다.무화과깜빠뉴를 좋아하죠근데 이번에는 살짝 실망했네요깜빠뉴가 1/3 정도는 아예 없고 크렌베리만 있어서 무화과 깜빠뉴가 아닌 그냥 빵 ㅜㅜ반대쪽에 많이 몰렸나.?하고 보니 그것도 아니고 반대쪽 역시 골고루가 아니라 바닥쪽으로 3개가 뭉쳐져서.. 전반적으로 그냥 깜빠뉴였어요2개를 사왔는데 두개다 그러니 실망해서 긴 리뷰를 남겨요조금더 신경 써 주심 좋겠어요소금빵을 계속 몇개씩 집어오던 어느날 소금빵에 기름맛이 너무 나서 다음부터 1개씩만 집어오는데.. 깜빠뉴조차 그리되는거 싫어요 ^^;;,10.31.금,1483
데이브제과점,32980240,일단 카운터 보시는 직원분이 너무너무친절하세요!자주가고싶을정도로 ~~ 친절~~♡♡빵도 맛잇고 부드럽고 종류도 많고건강한빵도많아서 너무 맘에드는곳이에요다른 빵집들도 많이 다녀봤지만여기는 다른빵집보다저렴할뿐더러 맛도조코 빵도 건강하고아주아주 제스타일!!맛집선정!!다들 가보세요~ 아주 조아요~후회안해요~~ 그리고카운터언니친절하고 이뻐요~~~,9.4.목,1483
데이브제과점,32980240,지인추천받고 갔는데 최고 입니다,11.1.토,1483
데이브제과점,32980240,My weekly trip to Dave's bakery cos they have the best variety of bread. Love how well presented everything is. Staffs are all friendly and informative about what is sold. Efficiency 100 points and guaranteed freshness. Highly recommend everyone to come try it out!,10.29.수,1483
데이브제과점,32980240,줄서서 결제함~ 빵 맛있어요~,11.8.토,1483
데이브제과점,32980240,오랜만에 친구랑 방문했는데정말 맛있는 빵이 가득해서 행복했어요제가 좋아하는 초코소라빵이 있어서 넘 반가웠어요 한입 먹어보고 반했습니다~~~^^너무 맛있엉요,10.29.수,1483
데이브제과점,32980240,빵 종류도 많고 주차하기 편해요~ 보기도좋은게 먹기도좋다죠~~^^,10.29.수,1483
데이브제과점,32980240,"💸 소금빵: 2,200원💸 단호박식빵: 4,700원💸 우유식빵: 4,000원🅿️ 전용 주차장🤗 점심 때 쯤 쑥식빵 먹어보고싶어 갔는데 품절 😂다른 베이커리 소금빵보단 겉은 바삭, 속은 촉촉해요. 우유식빵은 촉촉하면서 부드러워 단품 빵으로 먹기 좋지만, 우유식빵이니 우유향이나 우유맛이 조금 더 느껴지면 좋을 것 같아요! 맛있게 잘 먹어요~",7.26.토,1483
데이브제과점,32980240,소문듣고 가본 빵집인데 크리스마스 분위기에 벌써 행복한 마음이 드는 가게에요수톨렌빵은 숙성된 견과류와 각종베리가 들어간 정성스런 건강한 맛이예요친절하고 또 가고 싶어요전주 올때 마다 친구들이랑 같이 오고 싶은 곳 추전 해요 ^^,11.21.금,1483
데이브제과점,32980240,종류가 다양하고 맛있어서 자주 방문하는 빵집이에요. 아이가 데이브 샌드위치를 특히 좋아해서오늘도 샌드위치 듬뿍 사가요👍,9.6.토,1483
만나만나족발굴보쌈,1531340943,족발맛집♡,7.4.금,73
만나만나족발굴보쌈,1531340943,끝날때쯤 방문했는데 고기도 야들야들 하니 너무 맛있고 다른것도 전부 다 맛있어요! 족발집은여기인듯 합니다👍🏻사장님과 매장 직원분들도 너무 친절하시고 좋았어요!!다음에도 또 방문 하겠습니다😄,24.5.11.토,73
만나만나족발굴보쌈,1531340943,단골집,24.9.14.토,73
만나만나족발굴보쌈,1531340943,정읍에 도착 후 갑자기 족발이 생각나서 급히 맛집 찾아서 포장 주문 한거였는데 정말 맛있었습니다ㅠㅠ양도 많구 서비스도 좋았습니다! 사장님도 너무 친절하시구요ㅎㅎ 매장에서도 먹어보고싶네요잘 먹었습니다~~!,24.1.21.일,73
만나만나족발굴보쌈,1531340943,굿,24.8.19.월,73
만나만나족발굴보쌈,1531340943,좋아요,24.5.17.금,73
만나만나족발굴보쌈,1531340943,.,24.2.27.화,73
전주정든식당,1026717180,진짜푸짐하게 와서 든든히 먹었어요너무 맛있고 쌈도 짱 많이와서 너무 좋아요👍🏻👍🏻덕분에 열일하러 슈슝♥️,23.9.17.일,11
전주정든식당,1026717180,맛집이네요.갑오징어무침 새콤달콤 맛있고 백합탕도 시원해서 정말 맛있어요.,23.8.12.토,11
전주정든식당,1026717180,한식부페 저렴하니맛나요,23.7.15.토,11
전주정든식당,1026717180,다양하고 맛있어용,23.5.29.월,11
전주정든식당,1026717180,굿,23.7.18.화,11
전주정든식당,1026717180,좋아요,23.7.15.토,11
전주정든식당,1026717180,남현동에서 제일 마음에 드는 백반집!,23.4.13.목,11
전주정든식당,1026717180,굿,23.10.21.토,11
전주정든식당,1026717180,굳,23.6.2.금,11
전주정든식당,1026717180,굿,23.3.2.목,11
해밀,37259647,한옥마을이 바로 옆이라 주차해놓고 놀러다니기 편해요.주차장도 넓구요.,10.9.목,115
해밀,37259647,너무 편안하게 잘 놀았습니다^^사장님도 친절하셔서 좋았습니다,5.24.토,115
해밀,37259647,이 가격에 한옥마을 근처라 아주 재밌고 즐겁게 놀다갑니다.사장님이 친절하셔서 불편함 없었습니다.,3.22.토,115
해밀,37259647,10월18일19일 20일 들국화방 동생내 식구랑 저희식구 7명이었는데 오랜만에 좋았던거같아요할머님이랑 관리해주시는 분들이 너무 친절하게 대해주셨어 2박3일 편히지내다 왔네요 한옥마을 바로옆이라 너무편하고좋아요 ㅋ마지막날 인사드리고 갈려고 관리실가니 아무도 안계셨어 인사를 못드리고 왔네요 감사히 잘놀다왔습니다다음에 재방문 하겠습니다..,24.10.18.금,115
해밀,37259647,사장님이 너무친절하시고 한옥마을 바로옆에있어서 돌아다니기가 편했습니다. 그리고 제일 중요한 주차가 아주 편했습니다. 1시간 일찍 도착했는데도 친절하게 도와주셔서 감사했습니다^^,24.10.3.목,115
해밀,37259647,저희는 민들레와 해당화 방을 예약했어요 입구 들어서면서 꽃들이 반겨주고 주차공간도 넓고 사장님도 친절하시고 위치도 짱좋고 방이랑 화장실도 깔끔하고 수건이랑 침구도 깨끗하고 진짜 단점이 하나도 없는 곳은 처음이었어요!!특히 위생♡ 진짜 수전부터 호텔급으로 깨끗해요 전주 오면 여가로만 갈거에요 또 올게요~ 편하게 잘 쉬다 갑니다 >_<,24.8.3.토,115
해밀,37259647,아이들과 함께 묵었어요~ 그래서 한옥마을 안에있는 숙소를 원했는데 탁월한 선택이였어요! 한옥마을 안에 있어서 아이들과 쉽게 이동할수있었고숙소도 깔끔했구요! 다음에도 묵을 의사 있습니다~잘 쉬다가 갑니당~☺️,24.8.16.금,115
해밀,37259647,사장님도 친절하시고 일단 전용주차장이 있어 좋았습니다. 한옥마을도 가깝고 위치도 좋습니다. 화장실도 깨끗하고 세안용품들도 구비되어 있습니다. 미니 냉장고도 있습니다.,24.8.23.금,115
해밀,37259647,전주 한옥마을과 가까워서 이동하기 편리했어요 거실도 넓고 가을에 왔으면 더 재미있게 즐기고 갔을거 같아요 ㅎㅎ 가격대비 만족합니다,24.8.2.금,115
해밀,37259647,한옥마을과 남문시장에 바로 붙어 있어서 위치가 너무 좋았네요. 다음 날 한옥마을 여행 예정되었거나 한옥마을 여행하고 숙박하면 좋습니다. 들어가는 골목길이 좀 좁으니 운전 초보자들은 주의하세요,24.5.11.토,115
청학동버섯전골,11723629,가족들과 저녁식사로 오랫만에 빙문. 건강한 식사로 좋은 곳! 전골을 끓이다보니 짜져서 육수 더 부탁하니 더 주시네요. 망있게 먹고 갑니다^^,10.1.수,486
청학동버섯전골,11723629,"초복엔 삼계탕,,, 아니 오골계를 드십시오..최고의 보약을 먹은 기분이네요💪🏻맛도 좋고 몸에도 좋은 청학동 오골계😋(밑반찬도 푸짐합니다.. 부침개는 서비스)",7.20.일,486
청학동버섯전골,11723629,청학동버섯전골 처음으로 왔어요.양이 많진 않지만직원들 친절하고 반찬리필도 잘 해주시네요.,9.10.수,486
청학동버섯전골,11723629,아빠 차애,11.23.일,486
청학동버섯전골,11723629,"부모님 생신이라 원래는 옆 버섯마을로 다니는데 오늘 휴무라 어짤수없이 방문하게 됐습니다.음식은 먹을만 했습니다.그런데 마지막에 가족들이 식사후 얘기즁이었는데 밀차를 끌고오시더니 그릇먼저 뺀다고 오시더군요.다른것도 아니고 가족모임 식당이 가족들 얘기중인데 오셔서 빈그릇뺀다고 하시니 참 어이가 없네요시간도 8시였고 손님도 방에 저희팀, 홀에 2-3팀 밖에 없었습니다.오늘 가족모임 식사중 이렇게 기분나빠보긴 첨이네요",9.17.수,486
청학동버섯전골,11723629,일단 직원들이친절하고 음식도짜지않고맛있어요 남은음식도 친절하게포장해줘서또가려구요,9.21.일,486
청학동버섯전골,11723629,매번 버섯전골만 먹다가.오골계먹었는데.와.진짜.맛있고.부드럽네요 밑반찬도 알차고 하나.맛없는게없어요,5.9.금,486
청학동버섯전골,11723629,버섯전골 맛집입니디ㆍ.한우 사브정식으로 주문. 반친도 골고루 나오고 전골은 소고기 사브사브. 버섯.채소등 푸짐하게 나옵니다. 다 먹고 나면 육수 부어 주시고 묵은지 김치찌개 끓여줘요. 누룽지도 줍니다. 푸짐한 밥상. 다만 탕수등이 달아서 조금만 덜 달면 좋겠어요. 예약하는게 기다리지 않는 비결입니다,3.12.수,486
청학동버섯전골,11723629,건강한 식사! 버섯요리를 다양하게 즐길 수 있는 곳이죠! 버섯전골 얼큰하고 좋아요^^,5.17.토,486
청학동버섯전골,11723629,굿^^^,11.13.목,486
황가네꼼장어닭발숯불구이,37425553,1인분 만원짜리 삼겹살 퀄리티가 대박 입니다.진짜 남는게 없을것 같은 비주얼!이집을 대표하는 닭발은 물론계란탕까지 정신없이 배터지게아주 잘 먹고 나왔어요!진짜 가성비 좋아서 조만간 또 올게요!,2.11.화,53
황가네꼼장어닭발숯불구이,37425553,꼼장어 맛있다,24.11.8.금,53
황가네꼼장어닭발숯불구이,37425553,닭똥집 1인분 닭발 2인분인데 똥집 양이 너무 적어요.. 무슨 먹다 남은 양같아요.. 크기도 작고.. 닭발은 괜찮은데 ... 똥집 이정도 양이면 안먹는게 나아요.,24.3.14.목,53
황가네꼼장어닭발숯불구이,37425553,좋아여,24.11.9.토,53
황가네꼼장어닭발숯불구이,37425553,좋아,24.10.19.토,53
황가네꼼장어닭발숯불구이,37425553,"음식맛은 쏘쏘, 사장님 응대에는 정말 실망했습니다. 전에 방문했을 때는 괜찮았는데 이날은 사장님 본인 지인분들이신지...특정 테이블에 신경쓰고 거기서 이야기하느라 다른 손님은 주문도 제대로 안 받고 뭐 물어봐도 대꾸도 없고 너무 실망했습니다. 부모님 모시고 갔는데 후회했어요. 다신 안가려고요.",24.1.11.목,53
황가네꼼장어닭발숯불구이,37425553,좋아여,24.5.22.수,53
황가네꼼장어닭발숯불구이,37425553,좋아,24.4.11.목,53
황가네꼼장어닭발숯불구이,37425553,사장님 친절하시구 음식도 맛있어용또 갈게용용,23.6.29.목,53
황가네꼼장어닭발숯불구이,37425553,맛있어요,24.5.22.수,53
맛고을,1171614115,"사장님 엄청 호탕하시고, 친절하세요. 묵은지고등어찌개, 돼지불고기찌개 두가지 먹었는데 맛있어용ㅎㅎ묵은지고등어찌개는 밥도둑!!! 돼지불고기찌개는 물갈비 맛이에요.",5.29.목,40
